,L,cps,cps_per_nA,cps_per_nA_stdev,baseline,cps_per_nA_corrected,fit
46,129.6,16.11111111111111,1.6114535196772013,1.005997229234983,1.6843632153790313,-0.07290969570183004,1.2802740138295682e-05
47,129.7,17.11111111111111,1.7115536122108683,1.077816585542139,1.6730196592053495,0.03853395300551887,1.439541960908683e-05
48,129.8,16.77777777777778,1.678216937638188,1.0649585784348918,1.6618076229863654,0.016409314651822493,1.6175752020735953e-05
49,129.9,18.444444444444446,1.84486470018702,0.9767226378360432,1.6507250816538874,0.19413961853313255,1.816449741894338e-05
50,130.0,19.000000000000004,1.9004558286418287,1.0945969162819218,1.6397700489611502,0.2606857796806785,2.0384546111963156e-05
51,130.1,17.77777777777778,1.7781980406470872,1.0519774483599962,1.6289405765932845,0.1492574640538027,2.2861117680494344e-05
52,130.2,16.77777777777778,1.6781958275412203,0.8987472054907725,1.6182347533014614,0.05996107423975894,2.5621976385152177e-05
53,130.3,15.22222222222222,1.5225857727129184,1.0045845813806868,1.6076507040600045,-0.08506493134708615,2.869766408842265e-05
54,130.4,15.88888888888889,1.5893091497520566,0.967167983108744,1.5971865892457873,-0.007877439493730654,3.21217518599795e-05
55,130.5,16.88888888888889,1.6892602105904042,1.2140368856395611,1.5868406038392107,0.10241960675119355,3.593111148613531e-05
56,130.6,15.888888888888888,1.5892668912667414,0.911939673892642,1.5766109766461638,0.01265591462057758,4.016620815561989e-05
57,130.7,14.555555555555555,1.455827933771935,1.057694927227885,1.5664959695403022,-0.11066803576836715,4.4871415644551666e-05
58,130.8,15.333333333333336,1.533653515898869,1.0633210494467624,1.5564938767250527,-0.022840360826183792,5.0095355372896435e-05
59,130.9,15.555555555555554,1.5558990844613925,1.0233792959991257,1.5466030240147741,0.009296060446618348,5.589126075248422e-05
60,131.0,15.11111111111111,1.5114868921631552,0.9955061246783666,1.536821768134464,-0.02533487597130879,6.231736829232916e-05
61,131.1,15.666666666666666,1.566966864601315,0.9415368119754814,1.5271484960375281,0.039818368563786954,6.943733696989928e-05
62,131.2,13.666666666666666,1.3669679655815006,0.938433477936741,1.517581624241032,-0.15061365865953147,7.732069741674793e-05
63,131.3,14.777777777777777,1.4780901784540128,0.9278402138884544,1.5081195981779458,-0.030029419723933026,8.604333250270739e-05
64,131.4,15.333333333333336,1.5337491450818763,1.1505686006469984,1.4987608915658988,0.03498825351597756,9.568799093413074e-05
65,131.5,15.000000000000002,1.500330211609756,0.9400087510745604,1.4895040057919224,0.010826205817833667,0.00010634483550773214
66,131.6,14.88888888888889,1.4892813794394726,1.0358737633393154,1.4803474693127747,0.008933910126697864,0.00011811202768150423
67,131.7,12.333333333333336,1.233591244304124,0.9876954090936668,1.471289837070363,-0.23769859276623917,0.0001310963501374573
68,131.8,15.555555555555555,1.5559235438123935,1.086727885418328,1.4623296899218325,0.09359385389056096,0.00014541386901640216
69,131.9,15.11111111111111,1.5114668561235824,1.5101679282310236,1.45346563408393,0.05800122203965241,0.00016119063750194156
70,132.0,15.666666666666666,1.5670146478095914,1.509697888328858,1.444696300591183,0.1223183472184084,0.0001785634424183981
71,132.1,14.555555555555555,1.4558779730303606,0.8820446208597134,1.4360203447675666,0.019857628262794025,0.00019768059548426763
72,132.2,13.999999999999998,1.4003112850077597,1.0936058317458757,1.4274364457112265,-0.027125160703466822,0.0002187027708284875
